movie_code,movie_name,screen_national,sales_national,audience_national,production_year,release_date,running_time,age_restriction,rate_cgv,comment_cgv,rate_naver,comment_naver,synopsis
1000471,시맨틱 에러: 더 무비,57,656057000,59314,2022,20220831,177,12세관람가,95.0,2579,8.79,121,"대한민국을 뜨겁게 만든 폭발적 신드롬의 주인공!드라마 [시맨틱 에러]를 극장에서 만난다!컴공과 '아싸' 추상우의 완벽하게 짜인 일상에 에러처럼 나타난 안하무인 디자인과 '인싸' 장재영,극과 극 청춘들의 캠퍼스 로맨스가 스크린으로 펼쳐진다!"
1000472,소리꾼,573,642120680,79215,2019,20200701,119,12세관람가,91.0,2702,8.7,86,"세상을 웃게 한 이야기세상을 울린 목소리영조 10년, 사라진 아내 간난(이유리)을 찾아 나선 재주 많은 소리꾼 학규(이봉근).소리꾼을 필두로 하나 둘 뭉친 광대패의 흥이 넘치는 조선팔도 유랑이 시작된다.길 위에서 만난 피폐해진 조선!민심을 울리는 학규의 노래는 시작되고, 소리는 세상을 바꾼다."
1000473,드라이브,581,640624109,71194,2023,20240424,83,12세관람가,95.0,241,7.76,46,"거기로 보내면 이곳에 없는 것사랑이 흐르고 압축된 시간어느 여름과 겨울, 그리고 가을에 우연히 만나는 어떤 여자와 남자그리고 자동차에 대한 이야기와 기억들* EP 1원하지 않는 타이밍에 버려진 자동차를 처리해야 되는 이선. 하이힐과 먼지 그리고 지나가는 학생들사이에서 자동차를 직접 세차하고 중고차 딜러 상호와의 대화 중에 자동차 안에 밀봉되어 있던 지난 기억들을 떠올린다.* EP 2탁송 기사 태현은 수취인 소희에게 자동차를 전달하러 지방출장을 떠나지만, 수취인도 수령 거부, 발송인도자동차 수령을 거부하면서 마치 타임리프에 빠진 남녀 주인공들 사이에서 탁송 기사가 타임루프에 갇혀버린 상황이 된다.* EP 3영화 배우 지현이 촬영현장으로 가는 길에, 그녀의 전 남친 문호는 친구 상현을 자동차와 함께 보내면서 둘 사이에 켜켜이 쌓인 연애의 감정이 드라이브와 함께 펼쳐진다."
1000474,드라이브,581,640624109,71194,2022,20240612,90,15세관람가,95.0,241,7.76,46,"인기 유튜버 트렁크 납치 사건1시간 생방으로 6억 5천을 벌어야 산다!화제를 모으는 콘텐츠로 인기를 끌고 있는 유명 유튜버 '유나'.거액의 계약을 제안받고 행복에 부풀어 있던 중, 영문도 모른 채 자신의 자동차 트렁크 안에서 눈을 뜬다.  당신이 빠져나갈 수 있는 유일한 방법. 방송하세요 드라이브를 멈추게 할 방법은 오직 하나, '유나'를 납치한 익명의 범인은 '유나'에게 라이브 방송으로 6억 5천을 벌면 살려주겠다는 제안을 한다.제한 시간 1시간,달리는 차 안, 인기 유튜버의 목숨을 건 트렁크 생방송이 시작된다!"
1000475,리미트,687,636265902,67971,2022,20220831,87,15세관람가,66.0,3450,6.15,221,"아동 연쇄 유괴사건 발생으로 수사를 위해 피해자 엄마 대역을 맡게 된 경찰 ‘소은’(이정현)사건의 실마리가 잡히지 않아 수사에 난항을 겪고 있는 도중 ‘소은’은 누군가로부터 의문의 전화 한 통을 받는다.그리고, 수화기 너머 들려오는 익숙한 목소리범인은 대역이 아닌 ‘소은’과의 협상을 요구하는데…유괴사건의 골든타임 48시간타깃이 된 그녀의 강렬한 추격이 시작된다!"
1000476,도티와 영원의 탑,370,628774015,67840,2023,20231227,86,전체관람가,94.0,1976,9.57,23,"게임을 시작하시겠습니까? 슬럼프에 빠진 ‘순한맛’ 게임 크리에이터 ‘도티’에게 자극적인 ‘매운맛’으로 승승장구하고 있는 인기 1위 크리에이터 킬박이 게임 대결을 신청한다. 서로의 은퇴를 건 중대한 대결을 위해 도티의 든든한 지원군이자 친구들인 ‘도티즈’ 옐언니, 밍모, 코아가 함께 한다. 박진감 넘치는 게임 승부 도중, 의문의 AI 캐릭터 파파라쿤에 의해 ‘도티즈’와 킬박, 생방송 게임 시청자들이 ‘영원의 탑’이라는 게임으로 강제 소환되는데! 게임 속 상황이 현실이 되어버리는 절체절명의 위기 속, 도티와 친구들은 ‘영원의 탑’ 게임에 얽힌 비밀을 풀고 모두를 구할 수 있을까? 현실 세계의 영혼이 게임에 봉인됐다!위기에 빠진 친구들을 구하기 위한 놀라운 게임 어드벤처가 시작된다!"
1000477,터널 3D,264,620874000,80989,2014,20140820,86,15세관람가,,,6.05,87,"재벌 2세인 기철의 권유로 최고급 리조트 여행을 떠난 5명.기철, 영민, 유경, 세희... 그리고 은주. 관리자 동준의 안내로 리조트에서 즐거운 시간을 보내던 중 우연한 사고로 김씨를 죽이게 된다. 사실을 은폐하고자 사체를 숨기려 향한 곳은 20년간 출입이 금지된 터널.단 한 순간도 머물지 않고 싶은 이 터널에서 벗어나려는 그 때. 어디에선가 휘파람 소리가 들리고 누군가 그들을 향해 점점 다가오기 시작하는데..."
1000478,쓰리 썸머 나잇,297,616132846,77621,2014,20150715,106,19세관람가(청소년관람불가),62.0,1209,7.18,118,"“왜 자고만 일어나면 이 난리야?”여친에 지친 만년 고시생 차명석(김동욱), 고객에 지친 콜센터 상담원 구달수(임원희), 갑에게 지친 제약회사 영업사원 왕해구(손호준). 어느 여름 밤, 술에 만취한 세 친구는 욕망으로 불타는 뜨거운 하룻밤을 꿈꾸며 갑자기 해운대로 떠난다. 화려한 일탈을 꿈꾸며 도착한 해운대. 하지만 눈을 떠보니 하룻밤 만에 지명수배자가 되어있고 조폭, 경찰, 그리고 여친에게 쫓기는 신세가 돼 인생 최대 난관에 봉착하게 되는데… 아무도 예측할 수 없는 해운대의 밤이 시작된다!"
1000479,극장판 미니특공대: 공룡왕 디노,485,613273720,78929,2019,20200206,73,전체관람가,96.0,682,6.67,12,"도심 한가운데 공룡이 나타났다!호기심 많은 소년 ‘얀’은 우연히 ‘공룡왕 열쇠’를 줍게 되고 다른 차원에 갇혀 있던 공룡왕 ‘디노’와 만나 비밀친구가 된다.그러던 중, 지구를 위협하는 ‘퀸’과 악당들의 소식을 들은 ‘미니특공대’가 출동하고 그곳에서 ‘디노’와 합세해 공룡군단을 조종하려는 악당들과 역대급 대결을 펼치는데…!과연, ‘미니특공대’와 공룡왕 ‘디노’는 지구를 지켜낼 수 있을까?!"
1000480,더 킬러: 죽어도 되는 아이,314,601780660,60175,2022,20220713,95,19세관람가(청소년관람불가),85.0,3547,8.37,97,평화를 위해 다시 시작된 킬러 본능!은퇴 후 성공적인 재테크로 호화롭게 생활하는 전설의 킬러 ‘의강’이 제멋대로 행동하는 여고생 ‘윤지’를 떠맡게 된다. 단기간 보호자 역할만 하면 될 거라고 가볍게 여긴 순간 ‘윤지’가 납치되는 사건이 일어나는데…“걔는 다치면 안 되는 아이야”애써 잠재운 ‘의강’의 본능이 깨어난다!
1000481,여곡성,212,594373400,67368,2018,20181108,94,15세관람가,61.0,3066,5.0,7,"“들은 것을 말하지 말고, 본 것은 기억하지 말라”원인 모를 기이한 죽음이 이어지는 한 저택.우연히 이곳에 발을 들이게 된 옥분은 비밀을 간직한 신씨 부인을 만난다.신씨 부인은 옥분에게 집안에 있는 동안 반드시 지켜야 할 규칙을 이야기하고,옥분은 상상조차 할 수 없는 서늘한 진실을 마주하게 된다.죽음이 소리 내어 울기 시작한다!살고 싶다면, 귀를 막아라!"
1000482,유미의 세포들 더 무비,441,589527900,73531,2024,20240403,93,전체관람가,93.0,4583,8.17,92,“사랑이의 마음이 나를 웃음 짓게 했고 불안이의 걱정이 나를 나아가게 했어”오랜 꿈이던 작가가 되기 위해 퇴사 후 공모전을 준비하기로 결심한 유미.완벽한 글쓰기 일정을 만드는 ‘스케줄 세포’부터 글감을 찾기 위해 뛰어다니는 ‘작가 세포’와 허리띠를 졸라매는 ‘자린고비 세포’까지 모두가 유미의 꿈을 위해 열심히 노력한다.하지만 미래에 대한 걱정이 유미의 ‘불안 세포’를 점점 자라나게 하고 바비와의 흔들리는 관계로 흑화한 ‘사랑 세포’까지 세포들 사이에 갈등이 고조되며 세포 마을은 절체절명의 위기에 처하는데…
1000483,엽기적인 그녀 2,387,588233900,76321,2016,20160512,99,15세관람가,,,5.55,86,"‘복’ 터진 줄 알고 시작한 견우의 ‘속’ 터지는 신혼 수난기!운명인 줄만 알았던 긴 생머리의 ‘그녀’(전지현)가 돌연 비구니가 되어 사라진 후,실연+백수+돈, 3고에 시달리던 ‘견우’(차태현)그에게 어린 시절 첫사랑이자, 중국으로 떠났던 ‘그녀’(빅토리아)가 나타났다! 그것도 더 살벌해지고, 더 엽기적인 모습으로.“이래 가지고 나랑 어떻게 결혼할래?”오직 견우와의 결혼을 위해 산 넘고 물 건너온 대륙의 외동딸, ‘그녀’!“설마 결혼? 제가 잘못 들은 걸까요?”꿈인지 생시인지 들어온 복을 얼른 움켜쥐는 반도의 잉여, ‘견우’! 그러나, 밤은 더 살벌하고, 낮은 더 엽기적인데..예측불가! 새로운 ‘그녀’와 ‘견우’의 상상 못한 엽기적인 결혼!‘견우’의 인생수난 여기서 끝날 수 있을까?"
1000484,극장판 반지의 비밀일기,459,539843170,67319,2019,20190911,72,전체관람가,95.0,907,9.25,24,"오늘의 일기요즘 비가 오는 날이면 방울 소리와 함께 친구들이 하나둘씩 사라지기 시작했다.그런데… 우리 아빠도 사라졌다! ㅠ_ㅠ베프 ‘응심이’, ‘냠냠이’와 아빠를 찾던 그때, 미스터리한 빵 장수가 나타나 순식간에 이상한 세계로 빨려 들어왔다!아이스크림 동산과 초콜릿 동굴이 있고 슈크림 대마왕과 바게트 병사들이 지키는 달콤하고 수상한 여기는 도대체 어디지?!"
1000485,올레,338,522938900,66883,2016,20160825,103,15세관람가,86.0,1908,8.37,157,"우리만 이래? 남들도 이래?이쯤 되면 잘 나갈 줄 알았다!잘나가는 대기업 과장? 중필(신하균)“먹여 살릴 처자식 없다고 명퇴 1순위가 말이 돼?”잘 나가는 변호사?를 꿈꾸는 수탁(박희순)“13년 동안 고시 공부 안 해봤으면 말을 말아.”잘 나가는 방송국 간판 아나운서? 은동(오만석)“내가 부럽냐? 나 말야… 됐다. 말해서 뭐해.”다 때려 치고 싶은 순간, 제주도에서 연락이 왔다!빨간 스포츠카, 자연산 다금바리 한 접시, 그리고 럭셔리 호텔이 아니라 게하??인생이 쉼표가 필요할 때제주도에서 펼쳐지는 뜻밖의 일탈이 시작된다! 올레!"
1000486,번개맨,393,516736500,69303,2015,20160211,72,전체관람가,66.0,553,5.38,13,"더욱 강해진 번개파워!사상 최강의 마왕에 맞서 조이랜드를 지켜라!꿈과 희망이 가득한 조이랜드를 호시탐탐 노리는 악당 잘난마왕은 조이랜드를 무너뜨리기 위해 번개맨의 초능력인 번개파워를 없애려는 계획을 세운다. 잘난마왕은 행동대장인 나잘난과 더잘난을 이용해 조이랜드 극장의 주인공이자 말괄량이 소녀 한나에게 최면을 걸고, 날고 싶은 한나의 꿈을 이용해 블랙홀에 빠트린다. 결국 한나를 구하려던 번개맨은 강력한 블랙홀로 인해 점점 번개파워를 잃어가는데...과연 번개맨은 블랙홀에서 벗어나 위기에 빠진 조이랜드를 구해낼 수 있을까?"
1000487,정글히어로,287,506194300,71330,2014,20141002,81,전체관람가,85.0,274,7.93,83,"슈퍼치킨 개발을 꿈꾸는 악당에 맞서 정글을 지켜라!1960년 멕시코 라켄돈 정글. 정글에서 태어난 코아티 마누와 사차는 어릴 때 부터 함께 자란 둘도 없는 친구다. 하지만 말썽꾸러기 마누는 코아티 왕의 명령으로 만들어진 거대한 동상을 망가뜨린 벌로 왕국에서 쫓겨나고, 여자친구 사차는 정글의 밀렵꾼에게 붙잡혀가게 되는데…!  사차를 구하기 위해 위험천만한 여정을 떠난 마누는 15가지의 무술 동작을 할 수 있다는 허풍쟁이 몽키 ‘츄이’, 재규어 ‘발람’ 등 다양한 정글의 동물들과 만나 함께 추적을 시작하고, 밀렵꾼과 ‘로코’ 박사가 정글 전체를 위험에 빠뜨릴 무서운 음모를 꾸미고 있다는 사실을 알게 되는데…  과연 마누는 무사히 사차를 구하고 정글의 평화를 지켜낼 수 있을 것인가?"
1000488,몬스타엑스 : 더 드리밍,98,492739500,30912,2021,20211208,88,전체관람가,99.0,1741,9.63,8,"MONSTA X의 모든 것을 담아낸 단 하나의 MOVIE!베스트 퍼포먼스부터 최신 발매 앨범의 미공개 신곡 무대까지!베일에 싸여있던 그들의 이야기! 스크린X, 4DX 스크린으로 MONSTA X가 찾아온다!강렬한 퍼포먼스와 파워풀하고 완성도 높은 무대로 전 세계의 수많은 팬들에게 아름다운 충격을 선사한 그룹 MONSTA X.지난 6년 반 동안 묵묵히 걸어온 여정을 돌아보며 멤버들의 진솔한 속내가 담긴 개별 인터뷰부터 미국 진출 비하인드, 히트곡의 특별한 무대, 그리고 어디에도 공개된 적 없는 최신 앨범의 독점 무대까지오직 몬베베만을 위해 한 편의 영화에 모두 담았다!도전, 성장, 꿈, 그리고 더 뜨겁게 타오를 MONSTA X의 내일!  MONSTA X : THE DREAMING   COMING SOON!"
1000489,번개맨과 신비의 섬,191,481474700,59923,2017,20180405,70,전체관람가,91.0,1101,9.41,227,위기에 빠진 번개파워를 구하러 모험을 떠나자!번개파워를 충전하러 ‘신비의 섬’으로 떠난 번개맨과 친구들. 세상 모든 추억이 모인 ‘신비의 섬’에서 추억의 힘으로 충전을 하려고 하지만 나잘난 더잘난의 방해로 번개맨은 위기에 빠져버리고 만다. 과연 번개맨은 번개파워를 충전하고 무사히 돌아올 수 있을까?
1000490,극장판 미니특공대: 햄버거괴물의 습격,414,466063620,57883,2020,20200930,86,전체관람가,97.0,565,9.0,40,블루시티 최고의 맛집 Mr.J버거에서 햄버거를 먹는 모습이 우연히 찍힌 볼트는 SNS에서 엄청난 조회수를 기록한 이 영상 덕분에 Mr.J버거의 광고 모델로 발탁된다.하루아침에 슈퍼스타가 된 볼트는 바쁜 스케줄로 친구들과 다투고 결국 미니특공대를 탈퇴해버린다.그러던 중 햄버거만 먹는 세상을 만들려는 브레이커J와 햄버거 괴물 군단이 나타나 평화롭던 블루시티를 위험에 빠뜨리고 리더 볼트가 빠진 미니특공대는 속수무책으로 당하고 마는데…세상을 지배한 막강 햄버거 괴물 군단!새롭게 업그레이드된 미니특공대의 반격이 시작된다!
1000491,빅뱅 메이드,56,464727700,55227,2016,20160630,114,12세관람가,96.0,2967,,,"3년 만에 완전체로 컴백한 빅뱅의 메이드 월드투어의 시작부터 마지막까지, 총 317일 간의 여정을 담은 다큐멘터리 영화.가장 빅뱅다운 영화,   BIGBANG MADE  가 팬들을 찾아간다.    2015년 4월, 3년 만에 완전체로 컴백한 빅뱅 월드투어 “MADE (메이드)”는 전 세계 150만 팬들의 가슴에 깊은 울림을 남기며 화려한 막을 내렸다. 영화는 월드투어 MADE (메이드)의 시작부터 마지막까지, 총 340일 간의 여정을 밀착 다큐멘터리 형식으로 담고 있다.    빅뱅의 가장 빛나는 순간은, '빅뱅'다울 때가 아닐까? 그 찰나의 순간을 모아 만든 것이 이번 영화이다.    단 하나의 의도적 설정도 없이, 카메라는 빅뱅의 민 낯을 생생하게 포착한다. 그 결과, 프레임 안에는 아티스트인 그룹 빅뱅의 모습과 더불어 순수한 다섯 청년의 모습이 함께 담겨져 있다.    “우리는 모두 빅뱅이 되기 위해 태어난 사람들 같아요···” (멤버 인터뷰 중)    영화에는 [MADE] 콘서트 실황, 콘서트 및 M, A, D, E 앨범 비하인드 스토리, 비공개 에피소드는 물론 단 한 번도 공개되지 않았던 특급 인터뷰까지 포함되어 있다.    데뷔 10주년을 맞아 개봉하는 빅뱅의 첫 영화,   BIGBANG MADE  . 이 영화는 빅뱅의 모든 것, 그 이상을 보여주는 또 다른 결과물이다."
1000492,두 남자,397,459566121,60365,2016,20161130,100,19세관람가(청소년관람불가),76.0,1837,7.96,117,"진일과 가영은 가출한 10대 소년 소녀다. 그들은 가출한 아이들끼리 가족처럼 지내며 배달 아르바이트는 물론 가끔 도둑질도 하며 살아간다. 생활비가 떨어지자 그들은 가영을 내세워 중년 남자를 모텔로 끌어들인다. 가영은 성매매를 하는 것처럼 남자를 유혹하지만, 의도대로 남자의 돈을 뺏는데 실패한다. 거꾸로 남자는 가영을 인질로 삼아 진일에게 돈을 마련해오라고 한다. 남자는 가출 소녀들을 노래방 도우미로 일하게 만드는 악덕 업주였던 것이다. 진일은 이 남자의 손에서 가영을 구해낼 수 있을까?  두 남자 가 그리는 세상은 약자가 살아남을 수 없는 정글이다. 가출 10대들끼리도 다툼이 있지만 가출 10대를 이용하는 어른이 있고 그런 어른에게 사기를 치려는 아이들도 있다. 그리고 바깥세상에서 폭군인 어른이 딸을 지극히 아끼는 아버지이기도 하다. 법과 제도가 아무 기능도 못하는 이곳에서 어른과 소년, 두 남자는 생존을 위한 처절한 싸움을 벌인다."
1000493,왓칭,488,456558262,54410,2019,20190417,98,15세관람가,74.0,2121,8.17,107,회사 주차장에서 납치 당한 여자(강예원)가 자신을 조여오는 감시를 피해 필사의 탈주를 감행하는 공포 스릴러
1000494,머니백,472,411511600,52618,2017,20180412,101,15세관람가,76.0,1273,7.21,63,"반드시 돈가방이 필요한 7명이 꼬이고 엮였다!가진 거라고는 몸뚱이뿐인 ‘민재’(김무열)는 엄마 수술비를 위해 보증금까지 털었지만, 이마저도 양아치’(김민교)에게 모두 뺏기고 만다. ‘양아치’는 사채업자 ‘백사장’(임원희)에게 뺏은 돈을 바치고, 이 돈은 고스란히 선거를 앞둔 ‘문의원’(전광렬)에게 돌아간다. 계속되는 적자 인생에 ‘백사장’은 ‘킬러’(이경영)를 고용해서 ‘문의원’을 처리할 계획을 세운다. ‘백사장’은 도박장에서 저당 잡은 ‘최형사’(박희순)의 총을 ‘킬러’에게 배달하지만, ‘택배기사’(오정세)가 실수로 ‘킬러’의 옆집 ‘민재’에게 맡기는데…  뺏고! 달리고! 쫓기는 ‘머니백’ 레이스가 시작된다!"
1000495,극장판 프랭키와 친구들: 생명의 나무,258,410518600,56835,2016,20160413,72,전체관람가,95.0,542,8.59,157,위기에 빠진 동화마을을 구하기 위해 생명의 나무를 찾아 떠난 프랭키와 친구들의 판타지 어드벤쳐
1000496,잡아야 산다,219,410361400,54450,2015,20160107,96,15세관람가,66.0,873,7.26,72,"“오늘 밤 이것들을 잡지 못하면 내 인생 종친다!”CEO 쌍칼   강력계 허탕 형사의 기막힌 추격전 START!잘나가는 CEO 쌍칼 승주(김승우)   강력계 허탕 형사 정택(김정태)! 20년 지기 친구는 개뿔! 서로 으르렁 거리기만 하던 두 사람이 웬일로 의기투합했다?!   개념 따위는 시원하게 말아드신 고딩 4인방에게 퍽치기 당해 지갑과 핸드폰까지 몽땅 털린 승주!  건수 하나 잡을까 얼떨결에 끼어들었다가 띠동갑도 넘는 고딩들에게 총까지 뺏긴 정택! 목숨같은 물건(?)까지 털리고 개망신 제대로 당한 형님들과  달밤에 형님들 똥개 훈련시키는 고딩 4인방의 예측 불허 추격전! 오늘 밤, 이것들을 반드시 잡아야만 한다!"
1000497,1980,521,390918575,43967,2024,20240327,99,12세관람가,84.0,1641,6.83,222,"2021년, 전라도 광주. 원주민이 떠난 원도심 재개발 구역. 여행객들의 입소문을 타고 맛집으로 알려지면서 외지인까지 몰려드는  40년 전통의 낙지 짜장 을 자랑하는 중국집 [화평반점] 이 홀로 남아있다. 6.25동란 때 뱃속에 아이를 가진 할머니와 5살 아이를 데리고 황해도에서 피난 내려와 광주에 자리를 잡은 1대 주인, 할아버지. 이후 유신정부의 혼분식 장려로 호황기를 맞아 많은 손님들이 몰렸고, 피난 당시 5살 아이는 아버지가 되어 2대 주인장으로, 나아가 현재는 그의 손자 철수가 3대째 이어오며 [화평반점]의 40년 역사가 이어져 왔는데... 10.26 사태로 박정희 대통령이 죽고, 12.12 쿠테타로 신군부가 권력을 찬탈하며, 1980년 민주화를 열망하던 서울의 봄이 서울역 회군으로 물거품이 되어갈 쯤, 전라도 광주에는 새로운 어둠이 몰려들고 있었다. 전두환 일파의 권력찬탈에 반대하며 평화롭게 진행되던 시민들의 시위는 신군부의 권력욕에 의해 폭동으로 둔갑되며 계엄군의 무혈진압으로 무참히 부서지게 되고, 이에 최후의 항전을 맞이하며 타들어간 시민들의 분노는 결국  518 민주화 운동 으로 승화되는데... 1980년 5월 18일부터 10일간 항쟁한  518 민주화 운동 의 암울하고 악몽 같았던 기나긴 여정 한 가운데 특별한 영웅도 아니고, 그렇다고 누구하나 무책임하지도 않았던 그 평범한 소시민들의 이야기. 그리고 그들의 삶과 추억이 깃든 중국집 [화평반점]의 이야기가 슬픔과 회한 속에서 찬란하게 펼쳐진다."
1000498,컴백홈,603,386265079,43688,2022,20221005,119,15세관람가,74.0,1194,5.51,277,"“아버지가 네 앞으로 남겨놓은 게 있어”개그맨이 되겠다는 꿈 하나로 서울 상경을 결심한 ‘기세’(송새벽)그러나 갑작스러운 프로그램 폐지 소식과 함께 꿈도, 돈도, 집도 하루아침에 모든 것을 잃게 되고 15년 만에 고향을 찾는다.고향에서 만난 충청도 최대 조직의 삼촌 ‘강돈’(이범수)은 현금 20억과 함께 ‘기세’에게 솔깃한 제안을 하고 ‘기세’는 다시 행복한 인생 역전을 꿈꾼다.한편, 오랜 기억 속 첫사랑 ‘영심’(라미란)까지 만나게 되면서 ‘기세’는 매일매일 예측불허한 사건들에 휘말리게 되는데…20억과 함께 찾아온 조폭 상속의 기회! 거기에 첫사랑까지?꼬일 대로 꼬인 인생, 조폭 두목을 상속받다?버라이어티한 ‘기세’의 역전이 시작된다!"
1000499,번개맨의 비밀,309,383521050,49751,2018,20181206,69,전체관람가,93.0,489,8.75,162,대한민국 어린이들의 슈퍼히어로 번개맨! 번개맨은 처음부터 용감한 영웅이었을까?!조이랜드를 지키기 위해 일곱번개를 찾아 떠나는 번개맨과 친구들의 흥미진진한 모험! 겁많고 소심한 소방대원에서 아이들의 슈퍼파워 영웅 ‘번개맨’이 되기까지 아무도 몰랐던 놀라운 비밀까지!씩씩하고 용감해지고 싶은 친구들! 이번 크리스마스에는 극장으로 모두 출동!!
1000500,더 와일드: 야수들의 전쟁,239,375383300,43300,2023,20231115,111,19세관람가(청소년관람불가),70.0,3929,,,"정상에 오르기 위한 야수들의 잔혹한 전쟁!불법 사설 도박장에서 경기 중 상대를 죽인 죄로 징역 8년을 선고받은 전직 복싱 선수 ‘우철’(박성웅).모범수로 사면된 ‘우철’은 조직으로 돌아오라는 ‘도식’(오대환)의 제안을 거절하고, 과거를 잊은 채 평범하게 살기로 결심한다.하지만 ‘우철’은 ‘도식’을 비롯해 비리 경찰 ‘정곤’(주석태)과 마약 브로커 ‘각수’(오달수)까지 인간 이하의 짐승들과 필연적으로 얽히며 야수들의 전쟁 속에 뛰어들게 되는데…가장 강한 단 한 놈만 살아남는무자비한 약육강식의 세계가 펼쳐진다!"
1000501,비밀,305,369339300,50196,2015,20151015,102,15세관람가,20.0,154,9.0,31,"전국을 떠들썩하게 만든 연쇄 살인 사건,극적으로 범인을 검거한 형사 ‘상원’(성동일)은 홀로 남겨진 살인범의 딸을 데려다 키운다.그리고, 10년의 세월이 지난 후,평온한 부녀 앞에 비밀을 쥔 의문의 남자 ‘철웅’(손호준)이 ‘정현’(김유정)의 선생님으로 나타나는데…살인범의 딸그 아이를 키운 형사그리고, 모든 비밀을 움켜진 한 남자만나지 말았어야 할 세 사람의 재회로10년 전 그날의 비밀이 서서히 드러난다!"
1000502,젝스키스 에이틴,25,364405500,50419,2017,20180118,100,전체관람가,98.0,1778,9.13,341,"“제가 죽기 전에 젝키 5집을 다시 들을 수 있을지는….” (20주년 콘서트 현장 옐키/팬 인터뷰 중에서)   세기말 4집  컴백 을 끝으로 그룹해체라는 선로에 놓였던 6명의 멤버들은 각자의 길을 걸어왔다. 운명적인 2016년. 5명의 멤버로 재결합한 젝스키스. 그들은 또 어떤 모습으로 대중과 팬들을 마주할지…. 1997년 4월 15일 데뷔 이후, 20주년을 맞이한 젝스키스. 폼생폼사를 외치며 힘껏 점프하던 소년에서, 어느덧 세기를 뛰어넘어 18년만에 5집앨범을 발매하며 어느새 양쪽 어깨가 제범 무거워진 그들. 음악에 대한 각자의 생각들. 앞으로의 행보, 20년 가까지 변함없이 곁을 지켜준 팬들에 대한 솔직한 마음을 담은 다큐멘터리 형식의 영화  젝스키스 에이틴 .  18년만에 지켜지는 5집 앨범에 대한 약속은 예견된 운명처럼 지켜졌고, 고척스카이돔에서 열린 20주년 콘서트의  아마겟돈  오프닝곡을 시작으로, 5집 앨범에 수록된  오랜만이에요 , 특별해 , 현기증 , 백허그 , 술끊자  등의 라이브 실황을 함께 스토리에 녹여, 총 99분에 달하는 한 편의 새로운 기록을 남긴다.   학창시절 우리를 울고 웃게 만들었던 그들은 그땐 마치 손에 닿지 않는 하늘의 별에서, 이제는 영원히 우리 곁을 함께하는 계절로 돌아와 인간적이고 따뜻한 모습으로 감동을 주려 한다."
1000503,신비아파트 특별편: 붉은 눈의 사신,93,361512500,30329,2023,20240814,77,전체관람가,94.0,625,8.32,28,"“붉은 달이 뜨면 이 세상은 멸망하리라”‘하리’와 친구들은 가까스로 미라를 물리쳤지만 사신의 위협은 계속되고 있다.귀도퇴마사가 된 ‘강림’의 배신 그리고 레드아이에 걸린 ‘가은’까지 ‘하리’는 소중한 두 친구의 생각으로 마음 둘 곳이 없는데...그러던 어느 날, 사신의 저주가 다시 퍼지기 시작한다!끝나지 않은 사신의 저주 VS 마지막 희망이 된 ‘하리’와 친구들세상을 지키기 위한 최후의 전투가 시작된다!"
1000504,목숨 건 연애,393,361142800,47684,2015,20161214,103,15세관람가,65.0,1982,7.46,106,"동네 사람 모두를 살인범으로 의심해 경찰은 물론 이웃들 사이에서도 이태원 민폐녀로 통하는 추리소설작가 ‘한제인’(하지원). 차기작 구성만 5년 째, 출판사에서도 포기 직전인 그녀는 이태원 연쇄살인사건을 모티브로 신작을 쓰기로 결심한다. 그러던 어느 날, 남다른 촉으로 위층에서 살인사건의 정황을 포착하게 되는데 경찰은 그녀의 말을 믿어주지 않는다.이 참에 직접 살인범을 잡아 이태원 민폐녀에서 베스트셀러 작가로 명예회복을 결심한 제인! 이태원지구대 순경인 소꿉친구 ‘설록환’(천정명)의 전폭적인 지원과 제인의 팬이자 날카로운 추리력까지 겸비한 정체불명의 매력남 ‘제이슨’(진백림)의 도움을 얻어 본격적인 범인 추적에 나서는데…!!연쇄살인범도 잡고, 베스트셀러 작가로 거듭나기 위한!그녀의 기상천외한 수사가 시작된다!"
1000505,데자뷰,536,360833100,48279,2017,20180530,87,15세관람가,84.0,464,6.69,81,"자신이 사람을 죽였다고 말하는 여자 하지만 아무도 그녀를 믿지 않는다...약혼자 우진과 함께 탄 차로 사람을 죽인 지민 그날 밤 이후 죽은 여자가 나타나는 끔찍한 환각을 겪는다. 견디다 못한 그녀는 결국 경찰에 찾아가지만, 자신의 기억 속 교통사고가 실재하지 않음을 알게 된다. 사라지지 않는 의문 속에 그녀의 일상은 점점 공포스러워지고, 방관하는 약혼자 우진, 그리고 사건 이후 자신의 주변을 감시하는 차 형사로 인해 더욱 최악의 상황으로 빠져드는데..."
